Data_Month_Date,Country,HB_Treatment_Description,Treatment_Location_Code,Treatment_Location_Name,ED_MIU,Number_Of_Attendances_agg,Number_of_Attendances_Epi,Number_Meeting_Target_agg,Number_Meeting_Target_epi,Discharge_destination_admission_to_same,Discharge_destination_other_spec,Discharge_destination_residence,Discharge_destination_transfer,Discharge_destination_unknown,Attendance_greater_8hrs,Attendances_greater_12hrs
Mar-08,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,749,749,739,739,168,0,552,0,29,0,0
Mar-08,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,4222,4222,4172,4172,973,16,2974,45,214,2,0
Mar-08,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,2205,2205,2176,2176,419,3,1485,42,256,1,0
Mar-08,NHS Scotland,NHS Tayside,T208H,Irvine Memorial Hospital,MIU/Other,60,60,60,60,6,0,54,0,0,0,0
Mar-08,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,157,157,157,157,3,0,154,0,0,0,0
Mar-08,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,833,833,832,832,37,0,796,0,0,0,0
Mar-08,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,194,194,194,194,7,0,183,4,0,0,0
Mar-08,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,435,435,435,435,3,0,432,0,0,0,0
Mar-08,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,411,411,411,411,24,0,385,2,0,0,0
Mar-08,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,25,,25,,,,,,,,
Mar-08,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,593,593,587,587,167,0,416,0,10,0,0
Mar-08,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,79,,79,,,,,,,,
Apr-08,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,210,,210,,,,,,,,
Apr-08,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,73,,73,,,,,,,,
Apr-08,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,5412,5412,5372,5372,2027,2,3095,48,240,1,0
Apr-08,NHS Scotland,NHS Ayrshire & Arran,A207H,Davidson Cottage Hospital,MIU/Other,86,,86,,,,,,,,
Apr-08,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3510,3510,3438,3438,1317,0,2032,87,74,1,1
Apr-08,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,14,,14,,,,,,,,
Apr-08,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,89,,89,,,,,,,,
Apr-08,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,30,,30,,,,,,,,
Apr-08,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,47,,47,,,,,,,,
Apr-08,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,1836,1836,1802,1802,589,3,1013,26,205,0,0
Apr-08,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,44,,44,,,,,,,,
Apr-08,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,43,,43,,,,,,,,
Apr-08,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,6,,6,,,,,,,,
Apr-08,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,69,,69,,,,,,,,
Apr-08,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,944,944,922,922,117,2,813,12,0,0,0
Apr-08,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,2736,2736,2697,2697,944,2,1733,16,41,0,0
Apr-08,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,3523,3523,3314,3314,685,3,2711,41,83,27,6
Apr-08,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,147,,147,,,,,,,,
Apr-08,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,267,,267,,,,,,,,
Apr-08,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital - ED,ED,3195,3195,3145,3145,625,4,2519,20,27,4,1
Apr-08,NHS Scotland,NHS Forth Valley,V102H,Falkirk Community Hospital,MIU/Other,1650,1650,1649,1649,0,0,1222,148,280,0,0
Apr-08,NHS Scotland,NHS Forth Valley,V201H,Stirling Royal Infirmary - ED,ED,3963,3963,3841,3841,1120,8,2186,45,604,2,0
Apr-08,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,5002,5002,4826,4826,1227,17,3649,90,19,21,0
Apr-08,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1490,1490,1479,1479,451,1,1038,0,0,0,0
Apr-08,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,73,,73,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,27,,27,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,67,,67,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1079,,1076,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,691,,687,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,232,,232,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,165,,165,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,295,,295,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,1825,1825,1677,1677,518,10,1251,19,27,7,2
Apr-08,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,73,,73,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,26,,26,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,67,,67,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N434H,Leanchoil Hospital,MIU/Other,74,,74,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,31,,31,,,,,,,,
Apr-08,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,89,89,89,89,0,0,80,8,1,0,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1186,1186,1177,1177,314,2,806,60,4,0,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2607,2607,2576,2576,549,3,1935,28,92,1,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,5554,5554,5443,5443,1516,6,3458,50,524,4,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,6259,6259,6069,6069,1875,11,3966,116,291,1,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital - ED,ED,3505,3505,3468,3468,1062,0,2206,44,193,1,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,Victoria Infirmary - ED,ED,5511,5511,5432,5432,1542,7,3767,146,49,1,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Southern General Hospital - ED,ED,3884,3884,3814,3814,1186,5,2562,39,92,0,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,3438,3438,3378,3378,540,0,2890,0,8,0,0
Apr-08,NHS Scotland,NHS Greater Glasgow & Clyde,G516H,Western Infirmary/Gartnavel General - ED,ED,5039,5039,4815,4815,1662,8,2958,118,293,6,0
Apr-08,NHS Scotland,NHS Highland,C103B,Campbeltown Hospital (2007-2009),MIU/Other,521,,515,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,527,,527,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,52,,52,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,C110H,Mid Argyll Community Hospital And Integrated Care Centre (2007-2009),MIU/Other,262,,258,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,382,,378,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,C117J,Dunaros Hospital,MIU/Other,52,,52,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,499,,491,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,226,,223,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,459,,453,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,41,,41,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2453,2453,2394,2394,528,22,1902,1,0,2,0
Apr-08,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,195,,195,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,119,,117,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,698,,685,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,265,,261,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,95,,95,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,156,,156,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,98,,98,,,,,,,,
Apr-08,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,196,,194,,,,,,,,
Apr-08,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,5730,5730,5669,5669,1705,8,3984,20,13,1,0
Apr-08,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,177,,177,,,,,,,,
Apr-08,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,178,,178,,,,,,,,
Apr-08,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,4711,4711,4487,4487,1120,8,3538,15,30,64,35
Apr-08,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5544,5544,5339,5339,1210,10,4279,16,29,65,45
Apr-08,NHS Scotland,NHS Lothian,S102H,Belhaven Hospital,MIU/Other,16,,16,,,,,,,,
Apr-08,NHS Scotland,NHS Lothian,S108H,Edington Cottage Hospital,MIU/Other,126,,126,,,,,,,,
Apr-08,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,2906,2906,2873,2873,962,3,1841,100,0,2,0
Apr-08,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,4020,4020,3883,3883,1078,4,2851,87,0,9,1
Apr-08,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,8517,8517,8251,8251,2476,18,5762,261,0,7,0
Apr-08,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,3063,3063,3008,3008,483,1,2579,0,0,3,0
Apr-08,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - MIU,MIU/Other,169,,169,,,,,,,,
Apr-08,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,720,720,709,709,118,0,563,3,36,0,0
Apr-08,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,3925,3925,3864,3864,927,15,2862,30,91,1,0
Apr-08,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,2026,2026,2011,2011,387,5,1431,51,152,0,0
Apr-08,NHS Scotland,NHS Tayside,T208H,Irvine Memorial Hospital,MIU/Other,40,40,40,40,4,0,36,0,0,0,0
Apr-08,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,154,154,154,154,12,0,142,0,0,0,0
Apr-08,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,712,712,712,712,24,0,688,0,0,0,0
Apr-08,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,197,197,196,196,5,0,192,0,0,0,0
Apr-08,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,339,339,339,339,12,0,327,0,0,0,0
Apr-08,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,347,347,346,346,13,0,334,0,0,0,0
Apr-08,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,26,,26,,,,,,,,
Apr-08,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,623,623,619,619,170,0,438,1,14,1,0
Apr-08,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,93,,93,,,,,,,,
May-08,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,229,,229,,,,,,,,
May-08,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,70,,70,,,,,,,,
May-08,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,5927,5927,5853,5853,1963,5,3535,80,344,1,0
May-08,NHS Scotland,NHS Ayrshire & Arran,A207H,Davidson Cottage Hospital,MIU/Other,90,,90,,,,,,,,
May-08,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3948,3948,3862,3862,1259,5,2534,67,83,0,0
May-08,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,16,,16,,,,,,,,
May-08,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,132,,132,,,,,,,,
May-08,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,35,,35,,,,,,,,
May-08,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,90,,90,,,,,,,,
May-08,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,2143,2143,2100,2100,696,3,1202,19,223,1,0
May-08,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,87,,87,,,,,,,,
May-08,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,67,,67,,,,,,,,
May-08,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,16,,16,,,,,,,,
May-08,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,116,,116,,,,,,,,
May-08,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,1149,1149,1133,1133,107,2,1030,9,1,2,0
May-08,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,3118,3118,3075,3075,969,5,2064,24,56,3,0
May-08,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,4059,4059,3928,3928,540,1,3372,37,109,6,1
May-08,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,151,,151,,,,,,,,
May-08,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,295,,295,,,,,,,,
May-08,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital - ED,ED,3680,3680,3612,3612,760,6,2850,22,42,1,0
May-08,NHS Scotland,NHS Forth Valley,V102H,Falkirk Community Hospital,MIU/Other,1979,1979,1975,1975,0,0,1453,211,315,0,0
May-08,NHS Scotland,NHS Forth Valley,V201H,Stirling Royal Infirmary - ED,ED,4689,4689,4528,4528,1187,8,2709,33,752,2,0
May-08,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,5447,5447,5251,5251,1314,41,3974,86,32,13,0
May-08,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1696,1696,1692,1692,415,0,1281,0,0,0,0
May-08,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,90,,90,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,43,,43,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,92,,92,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1311,,1309,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,921,,914,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,230,,230,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,211,,211,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,391,,391,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,2076,2076,2009,2009,548,4,1475,27,22,2,0
May-08,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,91,,91,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,40,,40,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,115,,115,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N434H,Leanchoil Hospital,MIU/Other,67,,67,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,39,,39,,,,,,,,
May-08,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,150,150,150,150,0,1,114,35,0,0,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1300,1300,1297,1297,0,0,1,10,1289,0,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2954,2954,2932,2932,0,0,9,17,2928,0,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,6110,6110,5998,5998,1433,0,18,48,4611,3,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,6647,6647,6516,6516,1842,13,4366,125,301,1,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital - ED,ED,3859,3859,3791,3791,981,0,2648,59,171,0,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,Victoria Infirmary - ED,ED,6142,6142,6065,6065,1555,8,4387,129,63,2,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Southern General Hospital - ED,ED,4329,4329,4240,4240,1199,8,2931,26,165,2,0
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,3871,3871,3819,3819,594,1,3273,1,2,1,1
May-08,NHS Scotland,NHS Greater Glasgow & Clyde,G516H,Western Infirmary/Gartnavel General - ED,ED,5473,5473,5286,5286,1726,4,3266,160,317,12,0
May-08,NHS Scotland,NHS Highland,C103B,Campbeltown Hospital (2007-2009),MIU/Other,544,,536,,,,,,,,
May-08,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,648,,647,,,,,,,,
May-08,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,90,,90,,,,,,,,
May-08,NHS Scotland,NHS Highland,C110H,Mid Argyll Community Hospital And Integrated Care Centre (2007-2009),MIU/Other,260,,259,,,,,,,,
May-08,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,462,,456,,,,,,,,
May-08,NHS Scotland,NHS Highland,C117J,Dunaros Hospital,MIU/Other,55,,55,,,,,,,,
May-08,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,648,,646,,,,,,,,
May-08,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,317,,316,,,,,,,,
May-08,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,641,,637,,,,,,,,
May-08,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,93,,92,,,,,,,,
May-08,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2837,2837,2776,2776,555,34,2245,3,0,0,0
May-08,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,242,,242,,,,,,,,
May-08,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,119,,118,,,,,,,,
May-08,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,690,,686,,,,,,,,
May-08,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,275,,270,,,,,,,,
May-08,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,131,,128,,,,,,,,
May-08,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,195,,194,,,,,,,,
May-08,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,109,,105,,,,,,,,
May-08,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,201,,201,,,,,,,,
May-08,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,6050,6050,5971,5971,1643,6,4363,20,18,0,0
May-08,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,166,,166,,,,,,,,
May-08,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,179,,179,,,,,,,,
May-08,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,5388,5388,5288,5288,1135,5,4200,16,32,16,3
May-08,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,6198,6198,6024,6024,1222,9,4928,21,18,39,12
May-08,NHS Scotland,NHS Lothian,S102H,Belhaven Hospital,MIU/Other,20,,20,,,,,,,,
May-08,NHS Scotland,NHS Lothian,S108H,Edington Cottage Hospital,MIU/Other,190,,190,,,,,,,,
May-08,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,3057,3057,3035,3035,977,3,2032,45,0,3,1
May-08,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,4366,4366,4265,4265,980,3,3269,114,0,7,1
May-08,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,9165,9165,8781,8781,2689,24,6146,306,0,23,0
May-08,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,3390,3390,3372,3372,445,1,2944,0,0,0,0
May-08,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - MIU,MIU/Other,291,,291,,,,,,,,
May-08,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,813,813,808,808,139,1,625,4,44,0,0
May-08,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,4402,4402,4363,4363,1008,12,3303,29,50,0,0
May-08,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,2282,2282,2265,2265,388,4,1640,72,178,1,0
May-08,NHS Scotland,NHS Tayside,T208H,Irvine Memorial Hospital,MIU/Other,61,61,61,61,5,0,56,0,0,0,0
May-08,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,201,201,201,201,17,0,184,0,0,0,0
May-08,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,886,886,885,885,45,0,841,0,0,1,0
May-08,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,192,192,192,192,3,0,189,0,0,0,0
May-08,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,412,412,412,412,11,0,401,0,0,0,0
May-08,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,482,482,481,481,25,0,453,4,0,0,0
May-08,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,39,,39,,,,,,,,
May-08,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,747,747,736,736,174,0,560,0,13,0,0
May-08,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,109,,109,,,,,,,,
Jun-08,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,238,,238,,,,,,,,
Jun-08,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,70,,70,,,,,,,,
Jun-08,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,5655,5655,5605,5605,1939,11,3328,91,286,0,0
Jun-08,NHS Scotland,NHS Ayrshire & Arran,A207H,Davidson Cottage Hospital,MIU/Other,86,,86,,,,,,,,
Jun-08,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3636,3636,3577,3577,1256,0,2242,72,66,1,0
Jun-08,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,15,,15,,,,,,,,
Jun-08,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,142,,142,,,,,,,,
Jun-08,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,30,,30,,,,,,,,
Jun-08,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,128,,128,,,,,,,,
Jun-08,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,1872,1872,1849,1849,588,4,1060,17,203,0,0
Jun-08,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,85,,85,,,,,,,,
Jun-08,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,49,,49,,,,,,,,
Jun-08,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,13,,13,,,,,,,,
Jun-08,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,71,,71,,,,,,,,
Jun-08,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,1031,1031,1006,1006,102,0,917,12,0,3,2
Jun-08,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,3037,3037,2988,2988,960,1,2009,17,50,0,0
Jun-08,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,3940,3940,3825,3825,642,8,3146,49,95,6,2
Jun-08,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,162,,162,,,,,,,,
Jun-08,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,267,,267,,,,,,,,
Jun-08,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital - ED,ED,3440,3440,3382,3382,688,8,2683,23,38,3,1
